scenario_name,protocol_family,proof_bytes,chunk_size,query_count,predicted_cu,lower_cu,upper_cu,verification_core_cu,transport_overhead_cu,component_predicted_cu,component_gap_vs_monolithic_cu,cu_budget_fraction,proof_transport_pressure,feasible,feasibility_reasons,notes
spend-circle-p6656-c512-q6,Circle,6656,512,6,2058908.617568,1999887.222278,2117930.012857,2050403.947966,8267.555304,2058671.503270,-237.114298,1.470649,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 12.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 16. | Derived proof_bytes baseline was 6712; this profile overrides it to 6656 for transport sensitivity."
spend-circle-p6656-c640-q3,Circle,6656,640,3,1709533.377510,1650511.982221,1768554.772800,1701489.888031,7917.385911,1709407.273942,-126.103568,1.221095,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 6.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5848; this profile overrides it to 6656 for transport sensitivity."
spend-circle-p6656-c640-q4,Circle,6656,640,4,1825875.683650,1766854.288361,1884897.078940,1817794.574676,7917.385911,1825711.960587,-163.723063,1.304197,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 8.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 6136; this profile overrides it to 6656 for transport sensitivity."
spend-circle-p6656-c640-q5,Circle,6656,640,5,1942217.989790,1883196.594500,2001239.385080,1934099.261321,7917.385911,1942016.647233,-201.342557,1.387299,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 10.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 6424; this profile overrides it to 6656 for transport sensitivity."
spend-circle-p6656-c640-q6,Circle,6656,640,6,2058560.295930,1999538.900640,2117581.691219,2050403.947966,7917.385911,2058321.333878,-238.962052,1.470400,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 12.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 16. | Derived proof_bytes baseline was 6712; this profile overrides it to 6656 for transport sensitivity."
spend-circle-p7168-c448-q3,Circle,7168,448,3,1714850.189000,1655828.793710,1773871.584289,1705530.636965,9198.920726,1714729.557691,-120.631309,1.224893,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 6.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5848; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c448-q4,Circle,7168,448,4,1831192.495139,1772171.099850,1890213.890429,1821835.323610,9198.920726,1831034.244336,-158.250804,1.307995,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 8.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 6136; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c448-q5,Circle,7168,448,5,1947534.801279,1888513.405990,2006556.196569,1938140.010255,9198.920726,1947338.930981,-195.870298,1.391096,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 10.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 6424; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c448-q6,Circle,7168,448,6,2063877.107419,2004855.712129,2122898.502709,2054444.696900,9198.920726,2063643.617626,-233.489793,1.474198,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 12.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 16. | Derived proof_bytes baseline was 6712; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c512-q3,Circle,7168,512,3,1714501.867362,1655480.472072,1773523.262651,1705530.636965,8848.751333,1714379.388298,-122.479064,1.224644,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 6.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5848; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c512-q4,Circle,7168,512,4,1830844.173501,1771822.778212,1889865.568791,1821835.323610,8848.751333,1830684.074943,-160.098558,1.307746,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 8.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 6136; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c512-q5,Circle,7168,512,5,1947186.479641,1888165.084352,2006207.874931,1938140.010255,8848.751333,1946988.761588,-197.718053,1.390847,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 10.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 6424; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c512-q6,Circle,7168,512,6,2063528.785781,2004507.390491,2122550.181070,2054444.696900,8848.751333,2063293.448233,-235.337548,1.473949,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 12.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 16. | Derived proof_bytes baseline was 6712; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c640-q3,Circle,7168,640,3,1714153.545724,1655132.150434,1773174.941013,1705530.636965,8498.581941,1714029.218905,-124.326818,1.224395,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 6.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5848; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c640-q4,Circle,7168,640,4,1830495.851863,1771474.456574,1889517.247153,1821835.323610,8498.581941,1830333.905550,-161.946313,1.307497,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 8.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 6136; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c640-q5,Circle,7168,640,5,1946838.158003,1887816.762713,2005859.553293,1938140.010255,8498.581941,1946638.592196,-199.565807,1.390599,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 10.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 6424; this profile overrides it to 7168 for transport sensitivity."
spend-circle-p7168-c640-q6,Circle,7168,640,6,2063180.464143,2004159.068853,2122201.859432,2054444.696900,8498.581941,2062943.278841,-237.185302,1.473700,5.818182,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 12.0 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof-oracle queries in the screening model. Each unit of q contributes one proof-side Merkle authentication path; q is not a round count and not multiplied by hidden batching. | Query soundness is assessed with FRI-style lower and upper bounds at blowup 16: a proven rate^(q/2) lower bound and a conjectured ethSTARK-style rate^q upper bound, plus 0 query-grinding bits. | This tuned screen uses log_blowup=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 8 instead of the earlier query-scaled proxy of 16. | Derived proof_bytes baseline was 6712; this profile overrides it to 7168 for transport sensitivity."
spend-whir-p5120-c448-q3,WHIR,5120,448,3,1423185.970181,1364164.574891,1482207.365470,1416322.701425,6874.136608,1423196.838034,10.867853,1.016561,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c448-q4,WHIR,5120,448,4,1521763.202785,1462741.807495,1580784.598074,1514867.572949,6874.136608,1521741.709557,-21.493227,1.086974,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c448-q5,WHIR,5120,448,5,1620340.435389,1561319.040099,1679361.830678,1613412.444472,6874.136608,1620286.581080,-53.854308,1.157386,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c512-q3,WHIR,5120,512,3,1422837.648543,1363816.253253,1481859.043832,1416322.701425,6523.967216,1422846.668641,9.020099,1.016313,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c512-q4,WHIR,5120,512,4,1521414.881147,1462393.485857,1580436.276436,1514867.572949,6523.967216,1521391.540165,-23.340982,1.086725,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c512-q5,WHIR,5120,512,5,1619992.113750,1560970.718461,1679013.509040,1613412.444472,6523.967216,1619936.411688,-55.702063,1.157137,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c640-q3,WHIR,5120,640,3,1422489.326905,1363467.931615,1481510.722194,1416322.701425,6173.797823,1422496.499249,7.172344,1.016064,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c640-q4,WHIR,5120,640,4,1521066.559508,1462045.164219,1580087.954798,1514867.572949,6173.797823,1521041.370772,-25.188737,1.086476,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5120-c640-q5,WHIR,5120,640,5,1619643.792112,1560622.396823,1678665.187402,1613412.444472,6173.797823,1619586.242295,-57.549817,1.156888,4.155844,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 5120 for transport sensitivity."
spend-whir-p5632-c448-q3,WHIR,5632,448,3,1427806.138394,1368784.743104,1486827.533683,1420363.450359,7455.332638,1427818.782997,12.644603,1.019862,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c448-q4,WHIR,5632,448,4,1526383.370998,1467361.975708,1585404.766287,1518908.321882,7455.332638,1526363.654520,-19.716477,1.090274,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c448-q5,WHIR,5632,448,5,1624960.603602,1565939.208312,1683981.998891,1617453.193406,7455.332638,1624908.526044,-52.077558,1.160686,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c512-q3,WHIR,5632,512,3,1427457.816756,1368436.421466,1486479.212045,1420363.450359,7105.163245,1427468.613604,10.796849,1.019613,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c512-q4,WHIR,5632,512,4,1526035.049360,1467013.654070,1585056.444649,1518908.321882,7105.163245,1526013.485128,-21.564232,1.090025,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c512-q5,WHIR,5632,512,5,1624612.281964,1565590.886674,1683633.677253,1617453.193406,7105.163245,1624558.356651,-53.925313,1.160437,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 5632 for transport sensitivity."
